term, docID
可归,['1297447']
夜宿,"['1297447', '1298040']"
鬼寺,"['1297447', '1298040']"
兰若,"['1297447', '1298040']"
寺,"['1297447', '1298040', '1915393', '2357707']"
侠士,['1297447']
燕赤霞,"['1297447', '1298040']"
午马,"['1296629', '1297304', '1297447', '1297909', '1300265', '1455979', '1853621', '3754946', '4822848']"
艳女,['1297447']
小倩,"['1296629', '1297447']"
王祖贤饰,"['1297447', '1394324']"
相悦,"['1297447', '1307849', '2209368']"
两情相悦,"['1297447', '2209368']"
但小倩,['1297447']
乃是,"['1297447', '3013580', '4822848']"
树妖,"['1297447', '1298040', '1439890']"
姥姥,"['1297447', '1298040', '3873960']"
精壮,['1297447']
代,['1297447']
阳气,['1297447']
小倩见宁,['1297447']
采臣,['1297447']
加害,"['1297447', '1433736']"
救小倩,['1297447']
魔掌,"['1297447', '1436870']"
功力,"['1297447', '1307740']"
深厚,"['1291833', '1291840', '1293708', '1297447', '1305182', '1441602', '1866424', '3026357', '3074503', '4323732']"
赤霞,"['1296629', '1297447', '1298040']"
程小东,"['1294417', '1296629', '1297304', '1297447', '1298040', '1307762', '1394324', '1400665']"
阮,"['1295374', '1296201', '1296253', '1297447', '1298443', '1310185', '1478926', '2153527']"
继志,"['1295374', '1296201', '1297447', '1298443']"
刘兆铭,"['1296629', '1297304', '1297447', '1298040', '1478186']"
薛芷伦,['1297447']
倩女,"['1296629', '1297447', '1298040']"
幽魂,"['1296629', '1297447', '1298040']"
倩女幽魂,"['1296629', '1297447', '1298040']"
胡大为,"['1292950', '1297447']"
凌凌漆,['1307739']
长期,"['1292260', '1294927', '1296253', '1307106', '1307739', '1307766', '1309016', '1337286', '2976111', '3792816']"
弃用,['1307739']
卖肉,['1307739']
摊主,['1307739']
一具,"['1294621', '1297659', '1300299', '1307739', '1308833', '2123510', '2154743']"
骨架,['1307739']
金枪,['1307739']
客盗,['1307739']
高层领导,['1307739']
委以,"['1298909', '1307739', '1947091']"
委以重任,"['1298909', '1307739', '1947091']"
联络人,['1307739']
香琴,['1307739']
碰头,['1307739']
处心积虑,['1307739']
客派,['1307739']
出生入死,"['1307739', '1308111']"
凌凌漆渐,['1307739']
曝光,"['1301509', '1304826', '1307694', '1307739', '1308288', '1325399', '1940867']"
张肇麟,"['1300064', '1307739']"
陈宝莲,['1307739']
郑祖,"['1299745', '1300498', '1307739']"
荣光,"['1295469', '1306160', '1307023', '1307739', '1310185', '1394324', '1947091', '2222995', '3007826', '3074503', '3264045', '3279107', '3928370']"
于荣光,"['1295469', '1306160', '1307023', '1307739', '1310185', '1394324', '1947091', '2222995', '3074503', '3264045', '3279107', '3928370']"
古明华,"['1307739', '1863941']"
梁思浩,['1307739']
小熊,['1307739']
曾守明,['1307739']
邓兆尊,['1307739']
叶进,['1307739']
国产,"['1307739', '2148391', '2148394', '4226741']"
国产凌凌漆,['1307739']
黄锦江,"['1297068', '1307739']"
梁小熊,['1307739']
梁克逊,['1307739']
塔萍,['1820145']
`,['1820145']
流放,"['1820145', '3754946']"
陶德,"['1820145', '1867345']"
满心,"['1292504', '1294007', '1301912', '1309220', '1820145', '3011308']"
怒火,"['1293530', '1294671', '1309069', '1428602', '1478926', '1820145', '1946882']"
所踪,['1820145']
怀森纳,['1820145']
养女,"['1294037', '1820145']"
深宅大院,['1820145']
馅饼,['1820145']
洛薇特,['1820145']
爱恋,"['1291990', '1299889', '1307702', '1308799', '1418640', '1820145', '1915393', '1938312', '2230888', '3928370']"
开张,['1820145']
烟筒,['1820145']
黑烟,['1820145']
很少,"['1306526', '1329962', '1440703', '1820145', '4151110']"
海姆,"['1467044', '1474405', '1820145', '2132932', '3011051']"
德海姆,['1820145']
萨莎,"['1304854', '1309201', '1401533', '1820145', '1870044', '1994876', '2147854', '3233761']"
简妮,"['1820145', '2357708']"
Jody,"['1292553', '1820145']"
Halse,['1820145']
Whitlock,['1820145']
阿施,['1820145']
贾奇,['1820145']
多维,['1820145']
格兰菲,['1820145']
Les,['1820145']
Loveday,['1820145']
伯斯特,['1820145']
韦伯斯特,['1820145']
Gracie,['1820145']
May,"['1293964', '1499148', '1820145']"
Weldon,['1820145']
Ava,['1820145']
Aron,"['1820145', '4164444']"
Paramor,['1820145']
理发师,['1820145']
理发师陶德,['1820145']
萨莎·拜伦·科恩,"['1309201', '1820145', '1870044', '1994876']"
杰米·坎贝尔·鲍尔,"['1820145', '2051007', '3148027']"
劳拉·米歇尔·凯利,['1820145']
简妮·怀森纳,['1820145']
爱德·山德斯,['1820145']
JodyHalse,['1820145']
LeeWhitlock,['1820145']
大卫·麦凯尔,['1820145']
菲利普·菲尔玛,['1820145']
史蒂芬阿施菲尔德,['1820145']
杰瑞·贾奇,['1820145']
诺曼·坎贝尔·里斯,"['1293530', '1820145', '1946882']"
丽莎萨多维,['1820145']
蒂姆·格兰菲尔德,['1820145']
安东尼·海德,['1820145']
LesLoveday,['1820145']
尼克·托马斯-韦伯斯特,['1820145']
GracieMayWeldon,['1820145']
AvaMay,['1820145']
GabriellaFreeman,['1820145']
AronParamor,['1820145']
宣扬,['3578981']
术,"['1457217', '3578981']"
问津,['3578981']
无人问津,['3578981']
黄梁,['3578981']
登门,"['1307702', '3578981']"
拜访,"['1306808', '1307394', '1307702', '1388175', '1439579', '1947549', '2046839', '3291930', '3578981']"
登门拜访,"['1307702', '3578981']"
比武,"['1292895', '1297763', '1441602', '1478186', '3074503', '3578981', '3804746']"
拜,"['1291878', '1298586', '1299745', '1300566', '1304102', '1307702', '1845625', '2156663', '2223596', '3578981']"
门下,"['1298644', '1307702', '3578981']"
洪拳,['3578981']
捉,"['1291573', '1298744', '1300505', '1308776', '1428576', '3578981']"
冰释,"['1297862', '1478186', '3578981']"
前嫌,"['1297862', '1304282', '1304677', '1478186', '3578981']"
洪震南,['3578981']
洪金宝,"['1297909', '1299059', '1308338', '1428602', '1947091', '3578981', '3754946']"
拦下,['3578981']
郑则仕,"['1297068', '1298443', '2044102', '3005496', '3578981']"
拘捕,"['1400868', '3578981']"
单刀,['3578981']
单刀赴会,['3578981']
对决,"['1291838', '1301746', '1418192', '1578503', '2222995', '2257732', '3111355', '3578981', '3628370']"
伯仲,['3578981']
不分伯仲,['3578981']
缴纳,"['1756073', '3578981']"
会费,['3578981']
洪门,['3578981']
寻衅,"['3578981', '3607666']"
寻衅滋事,"['3578981', '3607666']"
被关,"['1817169', '1899125', '3578981']"
背地,['3578981']
背地里,['3578981']
操持,['3578981']
华洋,['3578981']
不平,"['1294417', '1297763', '1401205', '1438093', '3578981']"
龙卷,['3578981']
卷风,['3578981']
龙卷风,['3578981']
拳师,['3578981']
挺身,"['1295374', '1301445', '1835843', '1873750', '1972698', '3578981', '3607666', '4739952']"
血溅,['3578981']
荣誉,"['1309055', '1410556', '1434184', '2147854', '3335371', '3578981', '3908423']"
大义,"['1296011', '3578981']"
民族大义,['3578981']
而战,"['1296078', '3578981']"
敖嘉年,['3578981']
赫拉,"['1450031', '1853176', '3578981']"
释小龙,"['1408312', '2157131', '3578981']"
郑家,"['1299745', '1861411', '1863941', '1863947', '3578981']"
陆梅芳,['3578981']
宗师,['3578981']
叶问2：宗师传奇,['3578981']
达伦·萨赫拉维,"['1853176', '3578981']"
郑家星,['3578981']
阿滕伯勒,"['1292523', '1293702']"
Attenborough,"['1292523', '1293702']"
寻常,"['1292523', '1294941', '1295292', '1299769', '1301578', '1309055', '2357703', '3928370']"
非同寻常,['1292523']
收归,['1292523']
琥珀,['1292523']
困住,"['1292523', '3005496']"
远古,['1292523']
血液,"['1292523', '1482911', '3066739']"
提取,"['1292523', '1401524']"
培育,['1292523']
繁殖,['1292523']
怒,"['1292523', '1307697', '2156704', '4822848']"
从中,"['1292523', '1293399', '1297223', '1297909', '1299680', '1300555', '1301171', '1307781', '1765009', '1920805', '2153527', '3606975']"
忧心,"['1292523', '1436870', '3291930']"
忡忡,"['1292523', '1436870', '3291930']"
忧心忡忡,"['1292523', '1436870', '3291930']"
电脑系统,"['1292523', '1300608', '1305333', '1306809']"
员工,"['1291579', '1292523', '2054933', '2063528', '2996640', '3011102', '3018123', '3053521']"
无法挽救,"['1292523', '1308854']"
失控,['1292523']
控制区,['1292523']
逃窜,['1292523']
逃不过,"['1292523', '1419933', '3005496']"
魔爪,"['1292523', '1293530', '1300300', '1307956']"
死难,['1292523']
生天,"['1292523', '1292553', '1300300']"
空,"['1292523', '1474189', '3148027']"
弥漫,"['1292523', '1301726', '1307868', '1466007']"
弥漫着,"['1292523', '1466007']"
克莱顿,"['1292344', '1292347', '1292523', '1293702', '1296753', '1302467', '1304141', '1304643', '1471507']"
邓恩,"['1292523', '1297018', '1300960', '1304643', '1308620', '1949328']"
高布伦,"['1292523', '1293013', '1293702']"
费雷罗,"['1291878', '1292523']"
阿丽亚娜,"['1292523', '1293702']"
理查兹,"['1292523', '1293702', '1295384', '1418192', '1585146']"
桑多,['1292523']
侏罗纪公园,['1292523']
山姆·尼尔,"['1292523', '1293818', '1304643']"
劳拉·邓恩,"['1292523', '1304643']"
杰夫·高布伦,"['1292523', '1293013', '1293702']"
理查德·阿滕伯勒,"['1292523', '1293702']"
鲍勃·佩克,['1292523']
马丁·费雷罗,['1292523']
阿丽亚娜·理查兹,"['1292523', '1293702']"
米盖尔·桑多瓦尔,['1292523']
做工,"['1291562', '1292272', '1299624', '3077668', '3690289']"
捷克,"['1291562', '1291859', '1418019']"
塞尔玛,"['1291562', '1304854', '1308851', '1873750']"
比约克,['1291562']
先天性,['1291562']
疾病,"['1291562', '1466007', '1865703']"
视线,"['1291562', '1292270', '1293181', '1300395', '3198015']"
模糊,"['1291559', '1291562', '1292270', '1293181', '1300395', '1308587']"
遗传,['1291562']
该病,['1291562']
林达,['1291562']
凯萨琳,"['1291562', '1292055', '3552028']"
丹妮,"['1291562', '1292326', '2253613', '4059245']"
心疼,['1291562']
相劝,"['1291562', '1875313', '3212120']"
好言相劝,"['1291562', '1875313']"
报一,['1291562']
微笑,"['1291562', '1295815', '1303010', '1304056', '1306471']"
纯粹,"['1291562', '1308620']"
抵挡,"['1291562', '1915393']"
瞎,['1291562']
筹齐,['1291562']
需,"['1291562', '1296992', '3412830']"
费用,"['1291562', '1304972', '1307043', '1308854', '1325958']"
加速,['1291562']
境地,['1291562']
德纳,"['1291562', '1293145', '1867345', '1962116']"
西摩,"['1291562', '1291822', '1292049', '1296753', '3011093']"
Vladica,['1291562']
Kostic,['1291562']
泽利科,"['1291562', '1301746', '1401535', '2044089']"
内克,"['1291562', '1293399', '1301726', '1301746', '1306730', '1401535', '2044089']"
乌多,"['1291562', '1292792', '1306730']"
阿尔比,"['1291562', '1292267', '1767042']"
努斯,['1291562']
Reathel,['1291562']
Bean,"['1291562', '1308751', '1308848']"
Mette,['1291562']
Berggreen,['1291562']
Katrine,['1291562']
Falkenberg,['1291562']
Luke,"['1291562', '1410556', '1873750']"
帕普丽卡,['1291562']
Eric,"['1291562', '1292272', '1293460', '1293964', '1307542', '1308751', '1759386', '1885124', '2297275']"
Voge,['1291562']
Agami,['1291562']
Troels,['1291562']
Asmussen,['1291562']
丹麦,"['1291562', '1291840', '1298759']"
舞者,['1291562']
黑暗中的舞者,['1291562']
凯瑟琳·德纳芙,"['1291562', '1962116']"
大卫·摩斯,"['1291562', '1292728', '1298744', '1300374', '2028645']"
乔尔·格雷,['1291562']
卡拉·西摩,"['1291562', '1291822', '3011093']"
VladicaKostic,['1291562']
让-马克·巴尔,"['1291562', '1300960']"
文森特·帕特森,['1291562']
泽利科·伊万内克,"['1291562', '1301746', '1401535', '2044089']"
乌多·基尔,"['1291562', '1292792']"
彦斯·阿尔比努斯,['1291562']
ReathelBean,['1291562']
MetteBerggreen,['1291562']
KatrineFalkenberg,['1291562']
约翰·德拉斯,['1291562']
LukeReilly,['1291562']
Sean-MichaelSmith,['1291562']
帕普丽卡·斯汀,['1291562']
EricVoge,['1291562']
AlAgami,['1291562']
AnnaDavid,['1291562']
TroelsAsmussen,['1291562']
冰河期,['1437342']
快要,"['1293377', '1437342']"
变暖,['1437342']
天气,"['1292047', '1309054', '1437342', '1477448']"
欢欣,"['1437342', '1468155', '1949812']"
欢欣鼓舞,"['1437342', '1468155']"
回春,['1437342']
多种,['1437342']
多样,['1437342']
多种多样,['1437342']
无忧,"['1299513', '1307106', '1308858', '1309201', '1437342', '1470614', '1807959', '1817253', '1860377', '1891211', '2033822', '2147854']"
无虑,"['1299513', '1308858', '1309201', '1437342', '1807959', '1817253', '1891211']"
无忧无虑,"['1299513', '1308858', '1309201', '1437342', '1807959', '1817253', '1891211']"
一集,"['1291574', '1291584', '1293353', '1301746', '1308767', '1418189', '1428580', '1437342', '1860377', '1876781', '1946882', '1994876', '2148394', '3986493']"
第一集,"['1418189', '1428580', '1437342']"
普世,['1437342']
欢腾,['1437342']
察觉,"['1298525', '1308543', '1418189', '1437342']"
觉出,"['1298525', '1437342']"
察觉出,"['1298525', '1437342']"
水位,"['1437342', '3560787']"
新家,"['1437342', '2230888', '3008247', '3011225']"
新家园,['1437342']
欢笑,"['1309163', '1417946', '1437342', '3882715']"
连连,"['1294417', '1295318', '1303010', '1307332', '1309055', '1428175', '1433673', '1437342', '3130180']"
苦难,"['1291937', '1308599', '1309015', '1437342']"
多多,"['1295399', '1437342', '1465037', '1498604', '1794435', '1891211', '1950525', '3102668']"
克服困难,['1437342']
全新,"['1293555', '1293764', '1308620', '1309015', '1437342', '1915393', '3190880']"
天地,"['1297223', '1301169', '1401205', '1437342', '1449381', '1863923', '1865561', '1873750', '2156754', '3102668']"
博洛尼,['1437342']
博洛尼亚,['1437342']
塞夫,"['1437342', '3628370']"
冰川时代2,['1437342']
杰·雷诺,"['1428878', '1437342']"
彼得·阿克曼,['1437342']
约瑟夫·博洛尼亚,['1437342']
彼得·德塞夫,['1437342']
清朝,"['1296837', '1297223', '1298443', '1305355', '1863923', '1878360', '2181930', '2190914']"
康熙皇帝,"['1297223', '1863923']"
年少,"['1297223', '1306730', '1441602', '1997685']"
奸臣,"['1296629', '1297223']"
天地会,"['1297223', '1401205', '1863923']"
推翻,"['1291824', '1297223', '1300299', '1308722']"
民间组织,['1297223']
陈近南,['1297223']
松仁,"['1297223', '1306951', '1947091', '1949812', '3754946']"
刘松仁,"['1297223', '1306951', '1947091', '1949812', '3754946']"
韦小,"['1297223', '1306951', '1863923']"
小宝,"['1297223', '1306951', '1863923']"
韦小宝,"['1297223', '1306951', '1863923']"
王宫,"['1297223', '1306951']"
藏有,"['1297223', '1863923']"
四十,"['1294007', '1296384', '1297223', '1304530', '1863923', '2156663', '3018123', '3420455']"
二章,"['1297223', '1863923', '4896263']"
四十二,"['1297223', '1863923']"
十二章,"['1297223', '1863923']"
四十二章,"['1297223', '1863923']"
机灵,"['1297223', '1417946', '1899125']"
心腹,"['1297223', '3546019']"
状态,"['1291824', '1297223', '1301459', '1307694', '1308232', '1467044', '1861411', '1891211', '2147854', '2286642', '4300525']"
鳌拜,"['1297223', '1863923']"
假,"['1291588', '1297223', '1323749', '1760104', '1863923', '3291930']"
邱淑贞,"['1293607', '1296837', '1297223', '1299059', '1299680', '1306951']"
袁洁莹,"['1294417', '1294561', '1297223', '1297304', '1306951']"
温兆伦,"['1297223', '1300608', '1306951']"
陈德容,"['1297223', '1306951']"
鹿鼎记,"['1297223', '1306951', '1863923']"
擅长,"['1292718', '1309172', '1418640', '1431946', '1760027', '1870044', '1949761']"
夏威夷,"['1300498', '1309172']"
海洋馆,['1309172']
兽医,"['1305333', '1308776', '1309172']"
无尽,"['1292226', '1309172', '1464368', '2361823', '3053521']"
情怀,['1309172']
浪漫情怀,['1309172']
休闲,"['1309172', '1947549']"
谈天,['1309172']
谈天说地,['1309172']
用百吉饼,['1309172']
搭建,['1309172']
笑声,"['1307853', '1309172']"
恋恋,"['1293929', '1309163', '1309172', '2055017']"
恋恋不舍,"['1293929', '1309172', '2055017']"
明晨,['1309172']
二天,"['1291868', '1293929', '1297756', '1300056', '1309172', '1309184', '1469441', '2978951']"
第二天,"['1291868', '1293929', '1297756', '1300056', '1309172', '1309184', '1469441', '2978951']"
招呼,['1309172']
打招呼,['1309172']
生人,"['1304485', '1308833', '1309172', '1509868', '1788392', '2055017', '2279772', '2368641', '3074303']"
陌生人,"['1304485', '1308833', '1309172', '1509868', '1788392', '2055017', '2279772', '2368641', '3074303']"
冷淡,"['1292341', '1309172', '1322851', '1966464', '2123510']"
车祸,"['1291937', '1292048', '1292211', '1292216', '1292217', '1292218', '1296778', '1307956', '1309172', '1316513', '1844413', '1856299', '1866264', '1885124', '1947144', '2267369', '2361823', '3013580', '3312344', '4111416', '4707230']"
前一天,"['1291588', '1309163', '1309172', '2326676']"
情圣,['1309172']
失忆,"['1300883', '1302769', '1306809', '1309172', '3804746']"
西格尔,"['1309172', '1418191', '3003137', '3007826']"
施奈德,"['1292484', '1293353', '1296909', '1300353', '1304056', '1309172', '1474185', '1853176', '1972698']"
斯杜斯,['1309172']
玛娅,['1309172']
Pomaika,['1309172']
i,['1309172']
Joe,"['1291842', '1299769', '1309172', '1760104', '1905462', '3804470']"
Nakashima,['1309172']
丹特,['1309172']
Dom,['1309172']
Magwili,['1309172']
Loughran,['1309172']
Kent,"['1309172', '1920796']"
Avenido,['1309172']
英明,"['1292229', '1296011', '1309172']"
Nicola,['1309172']
Hersh,['1309172']
Jessica,"['1304397', '1309103', '1309172', '1467044', '2144242', '2368641']"
